index,text,author_is_TW
8163,"“We’d better keep away from each other.” “But, darling, I have to see you. It isn’t all that you know.”",0
7978,"It was Gatsby’s father, a solemn old man, very helpless and dismayed, bundled up in a long cheap ulster against the warm September day. His eyes leaked continuously with excitement, and when I took the bag and umbrella from his hands he began to pull so incessantly at his sparse grey beard that I had difficulty in getting off his coat. He was on the point of collapse, so I took him into the music-room and made him sit down while I sent for something to eat. But he wouldn’t eat, and the glass of milk spilled from his trembling hand.",0
7153,"The wheels of the wagon creaked. They were on the way. 'I will return soon,' Doctor Copeland said. 'After only a month or two I will return.'",0
449,"Come here, you little bum,"" he said. When did you wash your hands last? Scowling fiercely, he made a sudden motion as if to strike the boy, but he finished instead by re-tying, with his hard delicate hands, his tie.",1
3493,"Then it came to him in a flash--it was Merrit speaking! The owner of that voice, incredible as it seemed, was none other than that plump, well-kept, jolly-looking man who had always been so full of hearty cheerfulness and good spirits every time he had seen him. Now, behind that little partition of glazed glass and varnished wood, this man's voice had suddenly become fiendish. It was inconceivable, and as George listened he grew sick, as one does in some awful nightmare when he visions someone he knows doing some perverse and abominable act. But what was most dreadful of all was Randy's voice, humble, low, submissive, modestly entreating. Merrit's voice would cut across the air like a gob of rasping phlegm, and then Randy's voice--gentle, hesitant, deeply troubled--would come in from time to time in answer.",1
6,"1   A destiny that leads the English to the Dutch is strange enough; but one that leads from Epsom into Pennsylvania, and thence into the hills that shut in Altamont over the proud coral cry of the cock, and the soft stone smile of an angel, is touched by that dark miracle of chance which makes new magic in a dusty world. Each of us is all the sums he has not counted: subtract us into nakedness and night again, and you shall see begin in Crete four thousand years ago the love that ended yesterday in Texas.",1
546,"What are you standing there for?"" screamed Big Brother at length, looking up in an agony of petulance. He struck sharply at the boy's shin with a heavy wrench he held in his hand, knocking him to the ground, and crippling him for the moment. Immediately, he was palsied, not with remorse, but with fear that he had injured him badly and would be discovered.",1
5085,"We were together one night,"" Reade continued, ""at a party that he gave in a private room at the Savoy. He had been going it for days, driving himself the way he does, and by ten o'clock that night he was all in. He just seemed to cave in, and went to sleep at the table. We laid him out on a couch and went on with the party. Later on, two of us, with the assistance of a couple of porters, got him out of the place into a taxi and took him home. He had a flat in Cavendish Square. The next day,"" Reade went on, ""we had arranged to have lunch together. I had no idea--not the faintest--that the man would be able to make it. In fact, I very much doubted whether he would be out of his bed for two or three days. Just the same, I stopped in a little before one o'clock to see how he was. Reade was silent a moment, looking into the fire.",1
1682,"She was one fine girl. I paid for everything I got at Daisy's, I can assure you! she said, sharply, challengingly. I spent no more time there than I had to. I was at Mrs. Selborne's nearly all the time. I had practically all my meals there. Her need for independence had become greater; her hunger for dependents acute.",1
1434,"Another Splendor on his mouth alit. Yes,"" said Roy Duncan, ""I go there often. His small tight freckled impish face creased again by his high cackle.",1
7842,"“You don’t understand,” said Gatsby, with a touch of panic. “You’re not going to take care of her any more.” “I’m not?” Tom opened his eyes wide and laughed. He could afford to control himself now. “Why’s that?”  “Daisy’s leaving you.”  “Nonsense.”  “I am, though,” she said with a visible effort.",0
1426,"The tangles of Neaera's hair. The Commoner stared carefully at the window display which included several copies of Before Adam, by Jack London. Then he entered, and selected a dozen views of Altamont and the surrounding hills.",1
3973,"'But even when Mr. Jack came into the room and stood staring down quizzically, Mr. Logan did not look up. He seemed not to have heard anything. Utterly oblivious of their presence, he was happily absorbed in the methodical task of packing up the litter that surrounded him.",1
1102,"He was those heroes whom he admired, and the victor, in beauty, nobility, and sterling worth, over those whom he despised because they always triumphed and were forever good and pretty and beloved of women. He was chosen and beloved of a bevy of internationally renowned beauties, vampires and pure sweet girls alike, with fruity blondes in the lead, all contesting for his favors, and some of the least scrupulous resorting to underhand practices in order to win him. Their pure eyes turned up to him in everlasting close-ups: he feasted virtuously upon their proffered lips and, conflict over, murder sanctified, and virtue crowned, walked away with his siren into the convenient blaze of a constantly setting sun.",1
9214,Go on up and see him.” I did not want to climb another flight of stairs. “What are you looking at me that way for?”  “I’m not looking at you.,0
1756,"The quiet one was more quiet and morose than he had ever been before: he stalked through the house scowling ferociously. All his conversation with Eliza was short and bitterly scornful; with Gant he spoke hardly at all. They had never talked together. Their eyes never met--a great shame, the shame of father and son, that mystery that goes down beyond motherhood, beyond life, that mysterious shame that seals the lips of all men, and lives in their hearts, had silenced them.",1
5638,"The men in the booth were still laughing at the drunk who was trying to hold a conversation with the mute. Only Biff was serious. He wanted to ascertain if the mute really understood what was said to him. The fellow nodded frequently and his face seemed contemplative. He was only slow--that was all. Blount began to crack a few jokes along with this talk about knowing. The mute never smiled until several seconds after the funny remark had been made; then when the talk was gloomy again the smile still hung on his face a little too long. The fellow was downright uncanny. People felt themselves watching him even before they knew that there was anything different about him. His eyes made a person think that he heard things nobody else had ever heard, that he knew things no one had ever guessed before. He did not seem quite human.",0
8691,"He took a big gulp of coffee. “Aw, hell!” I said. “It’s too early in the morning.”",0
8499,"“Oh, I am. I’m frightfully fit. I’ve done nothing but walk. Walk all day long. One drink a day with my mother at tea.”",0
1896,"A cup of coffee and a piece of mince pie,"" said Ben. I'll take the same,"" said Eugene. Eat!"" said Ben fiercely. Eat!",1
2382,"You might know,"" he said, ""that I'd get the blame for it. Yes--if one of them broke a leg it would be the same. There's one thing sure!"" said Eliza.",1
5056,"I say, Knuck! Speak up, won't you, man? It's Rick!""  McHarg only seemed to snore more hoarsely at this announcement, but after a moment he shifted one long jack-knifed leg a few inches and, without opening his eyes, grunted: ""'Lo, Rick.",1
6772,'Watch me hold it up over my head!' George hollered. 'Watch how the water runs down. ',0
952,"I never thought I'd live to hear such talk from a son of mine,"" she said. She held out her forefinger with the old powerful gesture. Now, I want to tell you,"" she said, ""I'm not going to put up with you any longer. If you don't get out of here at once I'm going to call 38 and let them take you. This was the police station. It awoke unpleasant memories. He had spent the day in jail on two similar occasions. He became more violent than before, screamed a vile name at her, and made a motion to strike her. At this moment, Luke entered; he was on his way to Gant's.",1
8287,“What time?”  “Frances is coming here at seven-fifteen.” “There she is.” Frances Clyne was coming toward us from across the street. She was a very tall girl who walked with a great deal of movement. She waved and smiled. We watched her cross the street.,0
9323,"“Oh, rot,” said Brett. “Maybe it works for some people, though. You don’t look very religious, Jake.”",0
6150,"Biff straightened his coat and smoothed back his hair. His tie was solid black, and on the sleeve of his gray coat there was the mourning band that he had sewn there. He wanted to go up to the slot machine and talk with Mick, but something would not let him. He sucked in his breath sharply and drank a glass of water. A dance orchestra came in on the radio, but he did not want to listen. All the tunes in the last ten years were so alike he couldn't tell one from the other. Since 1928 he had not enjoyed music. Yet when he was young he used to play the mandolin, and he knew the words and the melody of every current song.",0
7977,"There was a long silence on the other end of the wire, followed by an exclamation… then a quick squawk as the connection was broken. I think it was on the third day that a telegram signed Henry C. Gatz arrived from a town in Minnesota. It said only that the sender was leaving immediately and to postpone the funeral until he came.",0
6607,"'If you'd quit picking with her so much she'd be all right. ' At last he settled them in a booth by the window. Lucile had a special and there was a breast of chicken cut up fine, cream of wheat, and carrots for Baby. She played with her food and spilled milk on her little frock. He sat with them until the rush started. Then he had to be on his feet to keep things going smoothly.",0
3859,"No, Steve. It was done in nineteen""--she checked herself so swiftly that it was not apparent to anyone but Hook--""in nineteen-six. She saw just the trace of a smile upon his pale, bored face and gave him a quick, warning little look, but he just murmured:  ""Oh...I had forgotten it was as late as that.",1
1429,"His six-and-a-half-foot shadow flitted slowly before them. He passed, in creaking number twelves, a massive smooth-jowled man with a great paunch girdled in a wide belt. Across the street again, before the windows of the Van W. Yeats Shoe Company, the Reverend J. Brooks Gall, Amherst ('61), and as loyal a Deke as ever breathed, but looking only sixty of his seventy-three years, paused in his brisk walk, and engaged in sprightly monologue, three of his fellow Boy Scouts--the Messrs. Lewis Monk, seventeen, Bruce Rogers, thirteen, and Malcolm Hodges, fourteen. None knew as well as he the heart of a boy. He, too, it seems, had once been one himself. Thus, as one bright anecdote succeeded, or suggested, a half-dozen others, they smiled dutifully, with attentive respect, below the lifted barrier of his bristly white mustache, into the gleaming rhyme of his false teeth. And, with rough but affectionate camaraderie, he would pause from time to time to say:  ""Old Male! or ""Old Bruce! gripping firmly his listener's arm, shaking him gently. Pallidly, on restless feet, they smiled, plotting escape with slant-eyed stealth.",1
4827,"She would go crimson with anger over any act of cruelty or indifference to an animal. She would come in boiling with rage because she had passed a horse that had been tightly bridled:  ""... And I gave 'im a piece of my mind, too,"" she would cry, referring to the driver. I told 'im that a man as mistreated a hanimal in that way wasn't fit to 'ave one. If there'd been a constable about, I'd 'ave 'ad 'im took in custody, that's what I'd 'ave done. I told 'im so, too. Shockin', I calls it. The way some people can b'ave to some poor, 'elpless beast that 'as no tongue to tell what it goes through. Let 'em 'ave a bridle in their mouth a bit! Let 'em go round for a while with their faces shut up in a muzzle! Ah-h,"" she would say grimly, as if the idea afforded her a savage pleasure, ""that'd teach 'em! They'd know then, all right!""  There was something disturbing and unwholesome about the extravagance of this feeling for animals.",1
2762,"We thought we'd like to s-s-s-see you f-f-f-first, Mr. Hines, about the c-c-c-c-casket,"" Luke whispered nervously. We're going to ask your advice. We want you to help us find something appropriate. Horse Hines nodded with grave approval.",1
320,"He did well with figures. But he hated the drawing lesson, although the boxes of crayons and paints delighted him. Sometimes the class would go into the woods, returning with specimens of flowers and leaves--the bitten flaming red of the maple, the brown pine comb, the brown oak leaf. These they would paint; or in Spring a spray of cherry- blossom, a tulip. He sat reverently before the authority of the plump woman who first taught him: he was terrified lest he do anything common or mean in her eyes.",1
7247,Mick pushed her broken front tooth with her thumb. But she did have Mister Singer's radio. All the installments hadn't been paid and she took on the responsibility. It was good to have something that had belonged to him. And maybe one of these days she might be able to set aside a little for a second-hand piano. Say two bucks a week. And she wouldn't let anybody touch this private piano but her--only she might teach George little pieces. She would keep it in the back room and play on it every night. And all day Sunday. But then suppose some week she couldn't make a payment. So then would they come to take it away like the little red bicycle? And suppose like she wouldn't let them. Suppose she hid the piano under the house. Or else she would meet them at the front door. And fight. She would knock down both the two men so they would have shiners and broke noses and would be passed out on the hall floor.,0
5825,"'Who's the manager of this outfit?' The Negro thrust his two sweet fingers between his lips and rolled over them with his tongue. ' He a red-headed man,' he said when he had finished. 'That all I know, Cap'n.'  'Where's he now?'  'He over there behind that largest wagon.'  Jake slipped off his tie as he walked across the grass and stuffed it into his pocket.",0
8296,"She looked up, very bright-eyed and trying to talk inconsequentially. “I wouldn’t marry him if he doesn’t want to. Of course I wouldn’t. I wouldn’t marry him now for anything. But it does seem to me to be a little late now, after we’ve waited three years, and I’ve just gotten my divorce.”",0
8027,"After Gatsby’s death the East was haunted for me like that, distorted beyond my eyes’ power of correction. So when the blue smoke of brittle leaves was in the air and the wind blew the wet laundry stiff on the line I decided to come back home. There was one thing to be done before I left, an awkward, unpleasant thing that perhaps had better have been let alone. But I wanted to leave things in order and not just trust that obliging and indifferent sea to sweep my refuse away. I saw Jordan Baker and talked over and around what had happened to us together, and what had happened afterward to me, and she lay perfectly still, listening, in a big chair.",0
415,"That boy's a born electrical engineer,"" said Gant. I've a good notion to send him off to school. And he would paint a romantic picture of the prosperity of Mr. Charles Liddell, the Major's worthy son, who earned thousands by his electrical wizardry, and supported his father. And he would reproach them bitterly, as he dwelt on his own merit and the worthlessness of his sons:  ""Other men's sons support their fathers in their old age--not mine! Not mine!",1
5302,"George fell asleep presently, leaning against the side of the door. It was a fitful and uneasy coma of half-sleep, the product of excitement and fatigue--never comfortable, never whole--a dozing sleep from which he would start up from time to time to look about him, then doze again. Time after time he came sharply awake to find old Fussand-Fidget's eyes fixed on him in a look of such suspicion and ill-temper that it barely escaped malevolence. He woke up once to find the man's gaze fastened on him in a stare that was so protracted, so unfriendly, that he felt anger boiling up in him. It was on the tip of his tongue to speak hotly to the fellow, but he, as if sensing George's intent, ducked his head quickly and busied himself again with his newspaper.",1
8222,"“Well, no,” said Krum. “I can’t say I’ve played any this year. I’ve tried to get away, but Sundays it’s always rained, and the courts are so damned crowded.”",0
5788,"'Find it lonesome?' The man shook his head in a way that might have meant either yes or no. They sat silently for a little while and then Jake got up to leave. He thanked Singer several times for the night's lodging, moving his lips carefully so that he was sure to be understood. The mute only smiled again and shrugged his shoulders. When Jake asked if he could leave his suitcase under the bed for a few days the mute nodded that he could.",0
9256,"“And the bulls all came in right over them,” Bill said. “I heard them yell.” “That was Edna,” Bill said.",0
4767,"After all, one does like a bit of variety now and then, doesn't one?""  ""Of course. Well, then, what shall it be? What would you suggest, Mrs. Purvis?""  ""Well, sir, if I may say so, a bit of gammon and peas is rather nice sometimes,"" with just a trace of shyness and diffidence, mixed with an engaging tinge of warmth as she relented into the informality of mild enthusiasm.",1
8388,"“Of course you have, my dear,” Brett said. “I was only ragging.” “I have been in seven wars and four revolutions,” the count said.",0
1138,"Those wets who had victoriously withstood the pressure of hearth and pulpit--their number (aië, aië,) was small-- went to their death with the gallant swagger, and with the gleam of purloined honor, of men who are to die fighting most desperately against the engulfing mob. They did not know how gallant was their cause: they knew only that they had stood against the will of a priest-ridden community--the most annihilating force in the village. They had never been told they stood for liberty; they stood rubily, stubbornly, with the strong brown smell of shame in their nostrils, for the bloodshot, malt-mouthed, red-nosed, loose-pursed Demon Rum. So, they came down with vine leaves in their hair, and a good fog of rye upon their breaths, and with brave set smiles around their determined mouths.",1
4227,"Throughout this time George heard regularly from Randy Shepperton. Randy was the only one that George had left to talk to, so George, in answering Randy, unburdened himself of everything he t bought and felt. Everything, that is, except upon a single topic--the rancour of his fellow-townsmen against the author who had exposed them naked to the world. Neither of the friends had ever mentioned it. Randy had set the pattern for evasion in his first letter, feeling that it was better to ignore the ugly gossip altogether and to let it die down and be forgotten. As for George, he had been too overwhelmed by it, too sunk and engulfed in it, to be able to speak of it at first. So they had chiefly confined themselves to the book itself, exchanging their thoughts and afterthoughts about it, with comments on what the various critics had said and left unsaid.",1
7582,I haven’t made use of it all summer.” “I’ve got to go to bed.” “All right.”,0
1503,"Having arranged to meet her later in the pharmacy, he crossed over, and turned angularly down Federal Street behind the Post Office. At the second entrance to the Doctors' and Surgeons' Building, he turned in, and began to mount the dark creaking stairs. Somewhere, with punctual developing monotony, a single drop of water was falling into the wet black basin of a sink. He paused in the wide corridor of the first floor to control the nervous thudding of his heart. Then he walked half-way down and entered the waiting-room of Dr. J. H. Coker. It was vacant. Frowning, he sniffed the air. The whole building was sharp with the clean nervous odor of antiseptics. A litter of magazines--Life, Judge, The Literary Digest, and The American--on the black mission table, told its story of weary and distressed fumbling. The inner door opened and the doctor's assistant, Miss Ray, came out. She had on her hat. She was ready to depart.",1
4475,"The waiter, interrupted in the flood of his impassioned argument, had been alittle startled by the casual intrusion of the girl's low voice turned towards her. When he saw who it was, his manner changed at once, and his own seamed face softened a little with instinctive and unconscious friendliness. Oh, hello, Billie. Good night, kid. She went out, and the sound of her brisk little heels clacked away on the hard pavement.",1
6717,"Mick asked. 'Honey, I just don't know,' Portia said. 'I just don't know. '",0
9299,"“Good beer.”  “Very good,” I said. I was nervous about Mike. I did not think he had slept. He must have been drinking all the time, but he seemed to be under control.",0
1491,"Ah, Lord!"" she said. You'll see things now. Little Bobs!"" roared Sheba.",1
3319,"Yes, I know. As eminent a set of sons-of-bitches as were ever gathered together in the narrow confines of a single pullman-car. The whole car listened in an appalled silence.",1
1988,"But they knew that it was. He had never been told. The terrible name of his malady was never uttered save by him. And in his heart he knew--what they all knew and never spoke of before him--that it was, it was a cancer. All day, with fear-stark eyes, Gant had sat, like a broken statue, among his marbles, drinking. It was a cancer.",1
6255,"After such mornings he returned to the show with relief. It eased him to push through the crowds of people. The noise, the rank stinks, the shouldering contact of human flesh soothed his jangled nerves.",0
7213,Caused by labor agitation. That's remarkable. ',0
1480,"Colonel Pettigrew was wrapped to his waist in a heavy rug, his shoulders were covered with a gray Confederate cape. He bent forward, leaning his old weight upon a heavy polished stick, which his freckled hand gripped upon the silver knob. Muttering, his proud powerful old head turned shakily from side to side, darting fierce splintered glances at the drifting crowd. He was a very parfit gentil knight.",1
4238,"'It's the dirtiest book I ever read,' one citizen cogently remarks, 'but I'll have to give you credit for one thing--you've got a wonderful memory. ' And that is just exactly what I have not got. I have to see a thing a thousand times before I see it once. This thing they call my memory, this thing they think they can themselves remember, is nothing that they ever saw. It is rather something that I saw after looking at the thing a thousand times, and this is what they think they can remember. Randy paused in his reading of the letter, for he suddenly realised that what George said was literally true.",1
7365,"“All kinds. What kind do you want, lady?”  “I’d like to get one of those police dogs; I don’t suppose you got that kind?”  The man peered doubtfully into the basket, plunged in his hand and drew one up, wriggling, by the back of the neck. “That’s no police dog,” said Tom.",0
4000,"And, suddenly, George was filled with almost unbearable love and tenderness for her, because he knew that she, like himself, felt in her heart the mystery and strangeness of all life. And his emotion was all the more poignant because in the same instant, with sharp anguish, he remembered his decision, and knew that they had reached the parting of the ways. Mr. Jack flourished his candle as a signal to the others and led the procession down the hall. Edith, Alma, Miss Mandell, Amy Carleton, and Stephen Hook followed after him. Mr. Logan, who came next, was in a quandary. He couldn't manage both his baggage and his light, so after a moment of indecision he blew out his candle, set it on the floor, seized his valises, gave a mighty heave, and, with neck held stiff to keep his hat from tumbling off of the football helmet, he staggered after the retreating figures of the women. Mrs. Jack and George came last, with the servants trailing behind.",1
6147,"'You're always going up to his room or some place where you know he'll be.' 'I told you to hush, Bubber Kelly.' 'You do.'",0
2610,"He was angered still more by Eliza's useless kettle, her futile hovering, her ""huh?"" and ""hah?""  ""Can't you see he's fighting for his breath? Do you want to strangle him? It's messy! Messy! Do you hear? His voice rose again.",1
8562,"Bill asked. “We sure did. We set right there when they started to come in, and they must have just thought we were in the party. One of the waiters said something to us in French, and then they just sent three of them back.”",0
8675,"Bill was still sleeping, so I dressed, put on my shoes outside in the hall, and went down-stairs. No one was stirring down-stairs, so I unbolted the door and went out. It was cool outside in the early morning and the sun had not yet dried the dew that had come when the wind died down. I hunted around in the shed behind the inn and found a sort of mattock, and went down toward the stream to try and dig some worms for bait. The stream was clear and shallow but it did not look trouty. On the grassy bank where it was damp I drove the mattock into the earth and loosened a chunk of sod. There were worms underneath. They slid out of sight as I lifted the sod and I dug carefully and got a good many. Digging at the edge of the damp ground I filled two empty tobacco-tins with worms and sifted dirt onto them. The goats watched me dig.",0
744,16   The Spring grew ripe. There was at mid-day a soft drowsiness in the sun. Warm sporting gusts of wind howled faintly at the eaves; the young grass bent; the daisies twinkled.,1
9355,"Pedro Romero had the greatness. He loved bull-fighting, and I think he loved the bulls, and I think he loved Brett. Everything of which he could control the locality he did in front of her all that afternoon. Never once did he look up. He made it stronger that way, and did it for himself, too, as well as for her. Because he did not look up to ask if it pleased he did it all for himself inside, and it strengthened him, and yet he did it for her, too. But he did not do it for her at any loss to himself. He gained by it all through the afternoon.",0
6479,"They invited him to dinner and arranged to meet him beforehand at the store where Antonapoulos worked. The Greek was still busy when they arrived. He was finishing a batch of caramel fudge in the cooking room at the back of the store. The fudge lay golden and glossy over the long marble-topped table. The air was warm and rich with sweet smells. Antonapoulos seemed pleased to have Carl watch him as he glided the knife down the warm candy and cut it into squares. He offered their new friend a corner of the fudge on the edge of his greased knife, and showed him the trick that he always performed for anyone when he wished to be liked. He pointed to a vat of syrup boiling on the stove and fanned his face and squinted his eyes to show how hot it was. Then he wet his hand in a pot of cold water, plunged it into the boiling syrup, and swiftly put it back into the water again. His eyes bulged and he rolled out his tongue as though he were in great agony. He even wrung his hand and hopped on one foot so that the building shook. Then he smiled suddenly and held out his hand to show that it was a joke and hit Carl on the shoulder.",0
8458,Never be daunted. Secret of my success. Never been daunted. Never been daunted in public.”,0
7311,"“We’ve got to beat them down,” whispered Daisy, winking ferociously toward the fervent sun. “You ought to live in California—” began Miss Baker, but Tom interrupted her by shifting heavily in his chair. “This idea is that we’re Nordics. I am, and you are, and you are, and—” After an infinitesimal hesitation he included Daisy with a slight nod, and she winked at me again. “—And we’ve produced all the things that go to make civilization—oh, science and art, and all that. Do you see?”  There was something pathetic in his concentration, as if his complacency, more acute than of old, was not enough to him any more.",0
8972,Cohn woke me when he came in. He started to undress and went over and closed the window because the people on the balcony of the house just across the street were looking in. “Did you see the show?” I asked.,0
4673,"So, Admiral Drake--""an unidentified man fell 'or jumped yesterday at noon"" from a window of your own hotel. That was the news. Now you've had the story.",1
3668,"Yeah,"" said John. They ought to keep those fellows away from here. They hang round this neighbourhood like flies at a molasses barrel. They got no right to bother the kind of people we got here. There was just a faint trace of mollification in his voice as he spoke of ""the kind of people we got here"".",1
5365,"Adamowski nodded in agreement, but suggested that George take the uncertified money, thrust it in the pocket of his vest, where he would not seem to hide it, and then, if he were discovered and questioned, he could say that he had put the money there and had forgotten to declare it. This he decided to do, and made the transfer then and there. This conversation brought them back to the thorny problem of the money regulations and the difficulties of their fellow-travellers who were Germans. They agreed that the situation was hard on their new-found friends, and that the law which permitted foreigners and citizens alike to take only ten marks from the country, unless otherwise allowed, was, for people in the business circumstances of the little blonde woman and old Fuss-and-Fidget, very unfair indeed.",1
4094,"He's such a grouch! And he's getting worse every day! It's got so now he won't even answer when you speak to him!""  ""Well, Esther, maybe he's tired out to-night,"" suggested Mr. Jack pacifically.",1
7067,A clerk down at Woolworth's is going to get married next week. ' 'The ten-cent store----' Mick said.,0
7727,“I see.” He was calling up at Daisy’s request—would I come to lunch at her house tomorrow? Miss Baker would be there. Half an hour later Daisy herself telephoned and seemed relieved to find that I was coming. Something was up. And yet I couldn’t believe that they would choose this occasion for a scene—especially for the rather harrowing scene that Gatsby had outlined in the garden.,0
6552,"Antonapoulos was the first to compose himself. His fat little feet had untucked the cover at the bottom of the bed. His smile faded and he kicked contemptuously at the blanket. Singer hastened to put things right, but Antonapoulos frowned and held up his finger regally to a nurse who was passing through the ward. When she had straightened the bed to his liking the big Greek inclined his head so deliberately that the gesture seemed one of benediction rather than a simple nod of thanks. Then he turned gravely to his friend again.",0
7410,"“Daisy! Daisy! Daisy!” shouted Mrs. Wilson. “I’ll say it whenever I want to! Daisy! Dai—”  Making a short deft movement, Tom Buchanan broke her nose with his open hand.",0
5389,"He belonged to a familiar and well-known type, one which George had seen and smiled at often, but one which now became, under these ominous and unknown circumstances, sinisterly unpleasant. The man's very weight and clumsiness, the awkward way he got down from the train and climbed up again, the thickness of his waist, the width and coarseness of his lumbering buttocks, the way his sprouting moustaches quivered with passion and authority, the sound of his guttural voice as he shouted to his fellow-officer, his puffing, panting air of official indignation--all these symptoms which ran true to type now became somehow loathsome and repellent. All of a sudden, without knowing why, George felt himself trembling with a murderous and incomprehensible anger. He wanted to smash that fat neck with the creases in it. He wanted to pound that inflamed and blunted face into a jelly. He wanted to kick square and hard, bury his foot dead centre in the obscene fleshiness of those lumbering buttocks. Like all Americans, he had never liked the police and the kind of personal authority that is sanctified in them. But his present feeling, with its murderous rage, was a good deal more than that. For he knew that he was helpless, that all of them were, and he felt impotent, shackled, unable to stir against the walls of an unreasonable but unshakable authority.",1
8612,"“Well,” I said. “We ought to pull out on the noon bus for Burguete. They can follow us if they get in to-morrow night.”",0
1277,"He was a genius if ever there was one. With misty eyes she gazed far off, a thread of laughter on her mouth. Whee! she laughed gently. Old Ben!""  ""And say, 'Gene!",1
1659,"They came and passed:  Ginsberg's--""the glass of fashion and the mould of form""; Bradley the Grocer--""when first Pomona held her fruity horn""; The Buick Agency--""the chariots of Oxus and of Ind.""  Came, passed--like pageantry of mist on an autumnal stream. Behind them, serried ranks of cherubim, the marshalled legions of Altamont's Sunday schools, each in white arrayed and clutching grimly in tiny hands two thousand tiny flags of freedom, God's small angels, and surely there for God knows what far-off event, began to move into the hollow. Their teachers nursed them gently into action, with tapping feet and palms.",1
4846,"Have you delivered that order to Number 12 yet? Be on your way, then, and don't keep the gentleman waiting any longer! And then immediately the grotesque return to silken courtesy, to the pale, false smile again, to the fawning unctions of his ""Yes, sir. A dozen bottles, sir. Within thirty minutes, sir. To Number 42--oh, quite so, sir. Good night.",1
3984,"The news obviously upset the girls. They looked helplessly at one another and began to move aimlessly round, as if no longer certain what to do. Shall we take our things, Mrs. Jack?"" said Nora, looking at her dully. Will we have time to pack? Of course not, Nora!"" exclaimed Mrs. Jack, out of all patience.",1
7562,"I was a bridesmaid. I came into her room half an hour before the bridal dinner, and found her lying on her bed as lovely as the June night in her flowered dress—and as drunk as a monkey. She had a bottle of Sauterne in one hand and a letter in the other.",0
1953,"Do you know the two Barlow boys? They're Sigma Nus,"" said Laura James. He had seen them. They were great swells, football men.",1
8190,"I went out onto the sidewalk and walked down toward the Boulevard St. Michel, passed the tables of the Rotonde, still crowded, looked across the street at the Dome, its tables running out to the edge of the pavement. Some one waved at me from a table, I did not see who it was and went on. I wanted to get home. The Boulevard Montparnasse was deserted. Lavigne’s was closed tight, and they were stacking the tables outside the Closerie des Lilas. I passed Ney’s statue standing among the new-leaved chestnut-trees in the arc-light. There was a faded purple wreath leaning against the base. I stopped and read the inscription: from the Bonapartist Groups, some date; I forget. He looked very fine, Marshal Ney in his top-boots, gesturing with his sword among the green new horse-chestnut leaves. My flat was just across the street, a little way down the Boulevard St. Michel.",0
2327,"K-K-K-K-K-K-K! Did you ever know it to fail? Did you? If you come to her with one of your kidneys gone, she's always got something worse the matter with her. No, sir! I've never known it to fail! You may laugh!",1
6351,"Mick's Mama rattled a bunch of keys and her Dad sat very still with his big hands hanging over his knees. 'Bubber didn't have it in his mind beforehand,' Mick said. 'He just----'  Mrs. Wilson jabbed the ring on and off her finger.",0
1050,"Her face grew sad. She began to pull her gloves off. That's what I came to see you about,"" she said. I lost one of them last week. Yes,"" said Gant gravely, ""I was sorry to hear of that.",1
8360,"“Oh, I don’t know. It’s damned useful sometimes,” Brett said. “I’ve never known it to do me any good.”",0
5210,"What do you mean by that, Franz?""  Heilig did not answer for a moment. Then he said abruptly: ""Now I sink zat I vill tell you somesing. In ze last year here, zese fools haf become quite dret-ful. All ze Chews haf been taken from zeir vork, zey haf nozzing to do any more. Zese people come around--some stupid people in zeir uniform""--he said contemptuously--""and zey say zat everyone must be an Aryan man--zis vonderful plue-eyed person eight feet tall who has been Aryan in his family since 1820. If zere is a little Chew back zere--zen it is a pity,"" Heilig jeered. Zis man can no more vork--he is no more in ze Cherman spirit. It is all quite stupid. He smoked in silence for a minute or two, then continued: ""Zis last year zese big fools haf been coming round to me. Zey demand to know who I am, vhere I am from--whezzer or not I haf been born or not. Zey say zat I must prove to zem zat I am an Aryan man. Ozzervise I can no longer vork in ze library. But my God, Franz!",1
2158,"Within three days he had his letter. On four sheets of paper, bordered with victorious little American flags, this:   ""My dear: I got home at half-past one, just too tired to move. I couldn't sleep on the train at all last night, it seemed to get hotter all the way down. I was so blue when I got here, I almost cried. Little Richmond is too ghastly for words--everything burned up and every one gone away to the mountains or the sea. How can I ever stand it even for a week! (Good! he thought. If the weather holds, she will come back all the sooner.) It would be heaven now to get one breath of mountain air. Could you find your way back to our place in the valley again? (Yes, even if I were blind, he thought.) Will you promise to look after your hand until it gets well? I worried so after you had gone, because I forgot to change the bandage yesterday. Daddy was glad to see me: he said he was not going to let me go again but, don't worry, I'll have my own way in the end. I always do. I don't know any one at home any more-- all of the boys have enlisted or gone to work in the shipyards at Norfolk. Most of the girls I know are getting married, or married already. That leaves only the kids. (He winced. As old as I am, maybe older.) Give my love to Mrs. Barton, and tell your mother I said she must not work so hard in that hot kitchen. And all the little cross-marks at the bottom are for you. Try to guess what they are.  LAURA.",1
8141,"“It’s a fine crowd you’re with, Brett,” I said. “Aren’t they lovely? And you, my dear. Where did you get it?”  “At the Napolitain.”",0
5652,"'No use creating any more disturbance than necessary,' Biff said. He looked at the policeman who supported the drunk. 'The rest of them might as well clear out. '",0
