season_name,season,full_name,castaway_id,castaway,age,city,state,personality_type,episode,day,order,result,jury_status,original_tribe,swapped_tribe,swapped_tribe_2,merged_tribe,total_votes_received,immunity_idols_won,short_name,date_of_birth,date_of_death,gender,race,ethnicity,occupation
Survivor: Heroes vs. Healers vs. Hustlers,35,Mike Zahalsky,512,Mike,43,Parkland,Florida,ENFP,13,37,14,14th voted out,7th jury member,Soko,Yawa,,Solewa,9,0,Mike,1973-09-11,,Male,White,Jewish,Urologist
Survivor: Heroes vs. Healers vs. Hustlers,35,Ashley Nolan,511,Ashley,26,Satellite Beach,Florida,ESFP,12,36,13,13th voted out,6th jury member,Levu,Levu,,Solewa,8,2,Ashley,1990-09-17,,Female,,,Lifeguard
Survivor: Heroes vs. Healers vs. Hustlers,35,Lauren Rimmer,510,Lauren,35,Beaufort,North Carolina,ISTJ,11,33,12,12th voted out,5th jury member,Yawa,Yawa,,Solewa,3,1,Lauren,1982-03-06,,Female,,,Fisherman
Survivor: Heroes vs. Healers vs. Hustlers,35,Joe Mena,509,Joe,34,Tolland,Connecticut,ESTJ,10,30,11,11th voted out,4th jury member,Soko,Levu,,Solewa,12,0,Joe,1983-03-15,,Male,,Hispanic or Latino,Probation Officer
Survivor: Heroes vs. Healers vs. Hustlers,35,John Hilsabeck,508,JP,28,Los Angeles,California,ISFP,10,27,10,10th voted out,3rd jury member,Levu,Soko,,Solewa,6,0,JP,1988-06-22,,Male,,,Firefighter
Survivor: Heroes vs. Healers vs. Hustlers,35,Cole Medders,507,Cole,24,Little Rock,Arkansas,ISFP,9,24,9,9th voted out,2nd jury member,Soko,Yawa,,Solewa,7,1,Cole,1992-09-18,,Male,,,Wilderness Therapy Guide
Survivor: Heroes vs. Healers vs. Hustlers,35,Desiree Williams,506,Desi,27,Newport News,Virginia,ESFJ,8,21,8,8th voted out,1st jury member,Soko,Levu,,Solewa,11,1,Desi,1989-06-14,,Female,Black,,Phyiscal Therapist
Survivor: Heroes vs. Healers vs. Hustlers,35,Jessica Johnston,505,Jessica,29,Louisville,Kentucky,ENFP,7,19,7,7th voted out,,Soko,Yawa,,Solewa,7,0,Jessica,1987-04-05,,Female,,,Nurse Practitioner
Survivor: Heroes vs. Healers vs. Hustlers,35,Alexandrea Elliott,504,Ali,24,Los Angeles,California,INFJ,6,16,6,6th voted out,,Yawa,Soko,,,3,0,Ali,1992-11-13,,Female,Black,,Celebrity Assistant
Survivor: Heroes vs. Healers vs. Hustlers,35,Roark Luskin,503,Roark,27,Santa Monica,California,ENTP,5,14,5,5th voted out,,Soko,Soko,,,3,0,Roark,1989-11-30,,Female,,,Social Worker
Survivor: Heroes vs. Healers vs. Hustlers,35,Alan Ball,502,Alan,32,Houston,Texas,ISTP,4,11,4,4th voted out,,Levu,Levu,,,2,0,Alan,1985-03-29,,Male,Black,,NFL Player
Survivor: Heroes vs. Healers vs. Hustlers,35,Patrick Bolton,501,Patrick,24,Auburn,Alabama,ESTP,3,8,3,3rd voted out,,Yawa,,,,5,0,Patrick,1992-03-06,,Male,,,Small Business Owner
Survivor: Heroes vs. Healers vs. Hustlers,35,Simone Nguyen,500,Simone,25,New York City,New York,INTP,2,6,2,2nd voted out,,Yawa,,,,5,0,Simone,1991-05-31,,Female,Asian,,Diversity Advocate
Survivor: Heroes vs. Healers vs. Hustlers,35,Katrina Radke,499,Katrina,46,Excelsior,Minnesota,ENFP,1,3,1,1st voted out,,Levu,,,,5,0,Katrina,1970-12-17,,Female,,,Olympian
Survivor: Game Changers,34,Sarah Lacina,414,Sarah,32,Marion,Iowa,ENTJ,14,39,20,Sole Survivor,,Nuku,Tavua,,Maku Maku,3,0,Sarah,1984-07-09,,Female,,,Police Officer
Survivor: Game Changers,34,Brad Culpepper,401,Brad,47,Tampa,Florida,ESTJ,14,39,19,Runner-up,,Nuku,Mana,,Maku Maku,2,5,Brad,1969-05-08,,Male,,,Attorney/Retired NFL Player
Survivor: Game Changers,34,Troy Robertson,364,Troyzan,54,Miami,Florida,ESFP,14,39,18,2nd runner-up,,Mana,Tavua,,Maku Maku,2,1,Troyzan,1961-07-30,,Male,,,Swimsuit Photographer
Survivor: Game Changers,34,Tai Trang,476,Tai,52,San Francisco,California,INFP,12,38,17,16th voted out,10th jury member,Nuku,Mana,,Maku Maku,12,1,Tai,1964-03-23,,Male,Asian,,Gardener
Survivor: Game Changers,34,Aubry Bracco,477,Aubry,30,Cambridge,Massachusetts,INFJ,12,37,16,15th voted out,9th jury member,Mana,Nuku,,Maku Maku,9,1,Aubry,1985-11-14,,Female,,,Social Media Marketer;Marketing Director
Survivor: Game Changers,34,Cirie Fields,179,Cirie,45,Norwalk,Connecticut,ENFJ,12,36,15,Eliminated,8th jury member,Nuku,Tavua,,Maku Maku,0,0,Cirie,1970-07-18,,Female,Black,,Nurse
Survivor: Game Changers,34,Michaela Bradshaw,485,Michaela,25,Fort Worth,Texas,ISTJ,11,35,14,14th voted out,7th jury member,Mana,Nuku,,Maku Maku,10,0,Michaela,1990-12-01,,Female,Black,,Vacation Club Sales
Survivor: Game Changers,34,Andrea Boehlke,333,Andrea,27,New York City,New York,ENFP,11,33,13,13th voted out,6th jury member,Nuku,Tavua,,Maku Maku,14,2,Andrea,1989-05-10,,Female,,,Student;Entertainment Host/Writer
Survivor: Game Changers,34,Sierra Dawn Thomas,456,Sierra,29,Roy,Utah,ISFJ,10,32,12,12th voted out,5th jury member,Nuku,Mana,,Maku Maku,15,0,Sierra,1986-12-18,,Female,,,Barrel Racer
Survivor: Game Changers,34,Zeke Smith,490,Zeke,28,Brooklyn,New York,INTP,9,29,11,11th voted out,4th jury member,Nuku,Tavua,,Maku Maku,11,0,Zeke,1988-01-25,,Male,,,Asset Manager
Survivor: Game Changers,34,Debbie Wanner,470,Debbie,51,Reading,Pennsylvania,ENTP,8,26,10,10th voted out,3rd jury member,Nuku,Mana,,Maku Maku,6,1,Debbie,1965-11-21,,Female,,,Chemist
Survivor: Game Changers,34,Oscar Lusth,201,Ozzy,34,Venice,California,ISFP,7,24,9,9th voted out,2nd jury member,Nuku,Tavua,,Maku Maku,6,0,Ozzy,1981-08-23,,Male,Mexican American,Hispanic or Latino,Waiter;Photographer
Survivor: Game Changers,34,Hali Ford,450,Hali,26,Knoxville,Tennessee,INFP,7,21,8,8th voted out,1st jury member,Mana,Mana,,Maku Maku,8,0,Hali,1989-07-20,,Female,,,Law Student
Survivor: Game Changers,34,Jeff Varner,23,Jeff,50,High Point,North Carolina,ENFP,6,18,7,7th voted out,,Mana,Nuku,,,6,0,Jeff,1966-04-16,,Male,,,Internet Projects Manager
Survivor: Game Changers,34,Sandra Diaz-Twine,112,Sandra,41,Fayetteville,North Carolina,ESTP,5,16,6,6th voted out,,Mana,Nuku,,,5,0,Sandra,1974-07-30,,Female,,Hispanic or Latino,Office Assistant;Case Manager
Survivor: Game Changers,34,James Thomas Jr.,281,J.T.,31,Mobile,Alabama,ESTP,4,13,5,5th voted out,,Nuku,Nuku,,,3,0,J.T.,1984-06-23,,Male,,,Cattle Rancher
Survivor: Game Changers,34,Malcolm Freberg,384,Malcolm,29,Hermosa Beach,California,ENTP,3,11,4,4th voted out,,Mana,Nuku,,,5,0,Malcolm,1987-05-07,,Male,,,Bartender
Survivor: Game Changers,34,Caleb Reynolds,464,Caleb,28,Hopkinsville,Kentucky,ESFP,2,9,3,3rd voted out,,Mana,Mana,,,5,0,Caleb,1987-11-27,,Male,,,Army Veteran
Survivor: Game Changers,34,Tony Vlachos,424,Tony,42,Jersey City,New Jersey,ESTP,1,6,2,2nd voted out,,Mana,,,,7,0,Tony,1973-09-10,,Male,,,Police Officer
Survivor: Game Changers,34,Ciera Eastin,406,Ciera,27,Salem,Oregon,INFP,1,3,1,1st voted out,,Mana,,,,9,0,Ciera,1989-03-05,,Female,,,Cosmetology Student
Survivor: Millennials vs. Gen X,33,Adam Klein,498,Adam,25,San Francisco,California,ENTP,14,39,20,Sole Survivor,,Vanua,Takali,,Vinaka,6,1,Adam,1991-01-15,,Male,White,Jewish,Homeless Shelter Manager;Keynote Speaker and Host
Survivor: Millennials vs. Gen X,33,Ken McNickle,497,Ken,33,Denver,Colorado,ISFP,14,39,19,Co-runner-up,,Takali,Takali,,Vinaka,3,4,Ken,1982-09-20,,Male,,,Model
Survivor: Millennials vs. Gen X,33,Hannah Shapiro,496,Hannah,24,West Hollywood,California,ENFP,14,39,18,Co-runner-up,,Vanua,Ikabula,,Vinaka,13,0,Hannah,1992-02-24,,Female,White,Jewish,Barista
Survivor: Millennials vs. Gen X,33,David Wright,495,David,42,Sherman Oaks,California,INFP,13,38,17,17th voted out,10th jury member,Takali,Vanua,,Vinaka,10,2,David,1974-02-28,,Male,,,Television Writer
Survivor: Millennials vs. Gen X,33,Bret LaBelle,494,Bret,42,Dedham,Massachusetts,ESFJ,13,37,16,16th voted out,9th jury member,Takali,Ikabula,,Vinaka,5,0,Bret,1973-08-20,,Male,,,Police Sergeant
Survivor: Millennials vs. Gen X,33,Justin Starrett,493,Jay,27,Fort Lauderdale,Florida,ESTP,13,36,15,15th voted out,8th jury member,Vanua,Ikabula,,Vinaka,10,2,Jay,1989-06-03,,Male,,Hispanic or Latino,Real Estate Agent
Survivor: Millennials vs. Gen X,33,Sunday Burquest,492,Sunday,45,Otsego,Minnesota,ENFJ,12,35,14,14th voted out,7th jury member,Takali,Ikabula,,Vinaka,5,0,Sunday,1971-02-06,2021-04-18,Female,,,Youth Pastor
Survivor: Millennials vs. Gen X,33,Will Wahl,491,Will,18,Long Valley,New Jersey,INTP,12,34,13,13th voted out,6th jury member,Vanua,Ikabula,,Vinaka,6,1,Will,1997-08-12,,Male,,,High School Student
Survivor: Millennials vs. Gen X,33,Zeke Smith,490,Zeke,28,Brooklyn,New York,INTP,11,33,12,12th voted out,5th jury member,Vanua,Vanua,,Vinaka,14,0,Zeke,1988-01-25,,Male,,,Asset Manager
Survivor: Millennials vs. Gen X,33,Jessica Lewis,489,Jessica,37,Voorheesville,New York,ENFJ,10,30,11,Eliminated,4th jury member,Takali,Takali,,Vinaka,9,0,Jessica,1979-02-24,,Female,,,Assistant District Attorney
Survivor: Millennials vs. Gen X,33,Chris Hammons,488,Chris,38,Moore,Oklahoma,ISTJ,10,28,10,10th voted out,3rd jury member,Takali,Vanua,,Vinaka,7,0,Chris,1978-04-01,,Male,,,Trial Lawyer
Survivor: Millennials vs. Gen X,33,Taylor Lee Stocker,487,Taylor,24,Post Falls,Idaho,INFP,9,25,9,9th voted out,2nd jury member,Vanua,Takali,,Vinaka,7,0,Taylor,1991-11-20,,Male,,,Snowboard Instructor
Survivor: Millennials vs. Gen X,33,Michelle Schubert,486,Michelle,28,Yakima,Washington,INFP,8,23,8,8th voted out,1st jury member,Vanua,Vanua,,Vinaka,10,0,Michelle,1988-03-11,,Female,,,Missionary Recruiter
Survivor: Millennials vs. Gen X,33,Michaela Bradshaw,485,Michaela,25,Fort Worth,Texas,ISTJ,7,20,7,7th voted out,,Vanua,Ikabula,,,4,0,Michaela,1990-12-01,,Female,Black,,Vacation Club Sales
Survivor: Millennials vs. Gen X,33,Jessica Figueroa,484,Figgy,23,Nashville,Tennessee,ESFP,6,18,6,6th voted out,,Vanua,Takali,,,6,0,Figgy,1992-12-12,,Female,,Hispanic or Latino,Bartender
Survivor: Millennials vs. Gen X,33,Ciandre Taylor,483,CeCe,39,Granada Hills,California,ISFJ,5,15,5,5th voted out,,Takali,Vanua,,,11,0,CeCe,1977-03-02,,Female,Black,,Insurance Adjuster
Survivor: Millennials vs. Gen X,33,Lucy Huang,482,Lucy,42,Diamond Bar,California,ISTJ,4,12,4,4th voted out,,Takali,,,,2,0,Lucy,1973-09-22,,Female,Asian,,Dietician
Survivor: Millennials vs. Gen X,33,Paul Wachter,481,Paul,52,Sugarloaf Key,Florida,ESTJ,3,10,3,3rd voted out,,Takali,,,,6,0,Paul,1963-10-10,,Male,,,Boat Mechanic
Survivor: Millennials vs. Gen X,33,Mari Takahashi,480,Mari,31,Los Angeles,California,ESFP,2,7,2,2nd voted out,,Vanua,,,,7,0,Mari,1984-11-02,,Female,Asian,,Gamer
Survivor: Millennials vs. Gen X,33,Rachel Ako,479,Rachel,37,Los Angeles,California,ENFP,1,4,1,1st voted out,,Takali,,,,5,0,Rachel,1978-09-08,,Female,Asian,,Recruiting Director
Survivor: Kaoh Rong,32,Michele Fitzgerald,478,Michele,24,Freehold,New Jersey,ESFP,15,39,18,Sole Survivor,,Gondol,Chan Loh,,Dara,1,2,Michele,1990-05-05,,Female,,,Bartender;Business Development Manager
Survivor: Kaoh Rong,32,Aubry Bracco,477,Aubry,29,Cambridge,Massachusetts,INFJ,15,39,17,Runner-up,,Chan Loh,Gondol,,Dara,8,0,Aubry,1985-11-14,,Female,,,Social Media Marketer;Marketing Director
Survivor: Kaoh Rong,32,Tai Trang,476,Tai,51,San Francisco,California,INFP,15,39,16,2nd runner-up,,Gondol,Gondol,,Dara,4,1,Tai,1964-03-23,,Male,Asian,,Gardener
Survivor: Kaoh Rong,32,Cydney Gillon,475,Cydney,22,Douglasville,Georgia,ISTP,14,37,15,12th voted out,8th jury member,To Tang,Chan Loh,,Dara,5,1,Cydney,1992-09-14,,Female,Black,,Bodybuilder
Survivor: Kaoh Rong,32,Joseph Del Campo,474,Joe,71,Vero Beach,Florida,ISTJ,13,34,14,Medically evacuated,7th jury member,Chan Loh,Gondol,,Dara,1,0,Joe,1943-07-04,,Male,,,Former FBI Agent
Survivor: Kaoh Rong,32,Kyle Jason,473,Jason,31,Detroit,Michigan,ESTJ,12,32,13,11th voted out,6th jury member,To Tang,Chan Loh,,Dara,5,1,Jason,1984-07-16,,Male,,,Bounty Hunter
Survivor: Kaoh Rong,32,Julia Sokolowski,472,Julia,19,Boston,Massachusetts,ENFP,11,29,12,10th voted out,5th jury member,Gondol,Gondol,,Dara,7,2,Julia,1996-04-08,,Female,,,College Student
Survivor: Kaoh Rong,32,Scot Pollard,471,Scot,40,Carmel,Indiana,ESTJ,10,27,11,9th voted out,4th jury member,To Tang,Gondol,,Dara,7,0,Scot,1975-02-12,,Male,,,Former NBA Champion
Survivor: Kaoh Rong,32,Debbie Wanner,470,Debbie,49,Reading,Pennsylvania,ENTP,9,24,10,8th voted out,3rd jury member,Chan Loh,Chan Loh,,Dara,5,0,Debbie,1965-11-21,,Female,,,Chemist
Survivor: Kaoh Rong,32,Nick Maiorano,469,Nick,30,Redondo Beach,California,INTP,8,22,9,7th voted out,2nd jury member,Gondol,Chan Loh,,Dara,6,1,Nick,1985-01-28,,Male,,,Personal Trainer
Survivor: Kaoh Rong,32,Neal Gottlieb,468,Neal,38,Sausalito,California,INTP,7,19,8,Medically evacuated,,Chan Loh,Chan Loh,,Dara,0,0,Neal,1977-02-03,,Male,,,Ice Cream Entrepreneur
Survivor: Kaoh Rong,32,Peter Baggenstos,467,Peter,34,Minneapolis,Minnesota,ENTJ,6,16,7,6th voted out,,Chan Loh,Gondol,,,7,0,Peter,1980-07-21,,Male,Black,,ER Doctor
Survivor: Kaoh Rong,32,Anna Khait,466,Anna,26,Brooklyn,New York,ENFP,5,13,6,5th voted out,,Gondol,Gondol,,,5,0,Anna,1988-09-17,,Female,,,Pro Poker Player
Survivor: Kaoh Rong,32,Alecia Holden,465,Alecia,24,Dallas,Texas,ESFP,4,11,5,4th voted out,,To Tang,,,,8,0,Alecia,1991-08-03,,Female,,,Real Estate Agent
Survivor: Kaoh Rong,32,Caleb Reynolds,464,Caleb,27,Hopkinsville,Kentucky,ESFP,4,9,4,Medically evacuated,,Gondol,,,,0,0,Caleb,1987-11-27,,Male,,,Army Veteran
Survivor: Kaoh Rong,32,Elisabeth Markham,463,Liz,27,New York City,New York,INTJ,3,8,3,3rd voted out,,Chan Loh,,,,5,0,Liz,1988-08-14,,Female,,,Quantitative Strategist
Survivor: Kaoh Rong,32,Jennifer Lanzetti,462,Jennifer,38,Salt Lake City,Utah,ESTP,2,6,2,2nd voted out,,To Tang,,,,3,0,Jennifer,1977-07-14,,Female,,,Contractor
Survivor: Kaoh Rong,32,Darnell Hamilton,461,Darnell,27,Chicago,Illinois,ISFP,1,3,1,1st voted out,,To Tang,,,,7,0,Darnell,1988-02-08,,Male,Black,,Postal Worker
Survivor: Cambodia,31,Jeremy Collins,433,Jeremy,37,Foxboro,Massachusetts,ESTJ,15,39,20,Sole Survivor,,Bayon,Bayon,Bayon,Orkun,3,1,Jeremy,1978-04-16,,Male,Black,,Cambridge Firefighter
Survivor: Cambodia,31,Latasha Fox,419,Tasha,38,St. Louis,Missouri,ENFJ,15,39,19,Co-runner-up,,Bayon,Angkor,Bayon,Orkun,8,0,Tasha,1977-01-03,,Female,Black,,Accountant
Survivor: Cambodia,31,Spencer Bledsoe,421,Spencer,22,Chicago,Illinois,INTJ,15,39,18,Co-runner-up,,Ta Keo,Bayon,Ta Keo,Orkun,11,3,Spencer,1992-06-12,,Male,,,Economics Student
Survivor: Cambodia,31,Kelley Wentworth,429,Kelley,29,Seattle,Washington,ENTP,14,38,17,16th voted out,10th jury member,Ta Keo,Ta Keo,Bayon,Orkun,17,2,Kelley,1986-06-07,,Female,,,Marketing Manager
Survivor: Cambodia,31,Keith Nale,439,Keith,54,Keithville,Louisiana,ISTP,14,37,16,15th voted out,9th jury member,Bayon,Ta Keo,Bayon,Orkun,4,1,Keith,1960-08-16,,Male,,,Fire Captain
Survivor: Cambodia,31,Kimmi Kappenberg,21,Kimmi,42,The Woodlands,Texas,ENFP,14,36,15,14th voted out,8th jury member,Bayon,Bayon,Bayon,Orkun,5,0,Kimmi,1972-11-11,,Female,,,Bartender
Survivor: Cambodia,31,Abi-Maria Gomes,383,Abi-Maria,35,Los Angeles,California,ESFP,13,35,14,13th voted out,7th jury member,Ta Keo,Angkor,Ta Keo,Orkun,14,0,Abi-Maria,1979-10-21,,Female,Brazilian,Hispanic or Latino,Business Student
Survivor: Cambodia,31,Joe Anglim,451,Joe,26,Scottsdale,Arizona,ISFP,12,32,13,12th voted out,6th jury member,Bayon,Ta Keo,Bayon,Orkun,8,4,Joe,1988-09-30,,Male,,,Jewelry Designer;Multimedia Artist
Survivor: Cambodia,31,Stephen Fishbach,280,Stephen,36,New York City,New York,INTP,11,29,12,11th voted out,5th jury member,Bayon,Bayon,Bayon,Orkun,9,0,Stephen,1979-01-24,,Male,White,Jewish,Corporate Consultant
Survivor: Cambodia,31,Ciera Eastin,406,Ciera,26,Salem,Oregon,INFP,10,26,11,10th voted out,4th jury member,Bayon,Ta Keo,Ta Keo,Orkun,10,0,Ciera,1989-03-05,,Female,,,Cosmetology Student
Survivor: Cambodia,31,Kelly Wiglesworth,15,Kelly,37,Greensboro,North Carolina,ISFP,9,24,10,9th voted out,3rd jury member,Ta Keo,Bayon,Ta Keo,Orkun,8,0,Kelly,1977-06-24,,Female,,,River Guide
Survivor: Cambodia,31,Andrew Savage,105,Andrew,51,San Jose,California,ESTJ,8,21,9,8th voted out,2nd jury member,Bayon,Angkor,Ta Keo,Orkun,4,0,Andrew,1963-07-29,,Male,,,Attorney
Survivor: Cambodia,31,Kassandra McQuillen,422,Kass,43,Tehachapi,California,INTJ,7,19,8,7th voted out,1st jury member,Bayon,Ta Keo,Ta Keo,Orkun,6,0,Kass,1971-11-08,,Female,,,Attorney
Survivor: Cambodia,31,Yung Hwang,423,Woo,31,Newport Beach,California,ISFP,6,16,7,6th voted out,,Ta Keo,Angkor,Ta Keo,,5,0,Woo,1984-03-16,,Male,Asian,,Martial Arts Instructor
Survivor: Cambodia,31,Terry Deitz,180,Terry,55,Simsbury,Connecticut,ESTJ,5,13,6,WithdrewFamily,,Ta Keo,Ta Keo,,,0,0,Terry,1959-10-10,,Male,,,Pilot
Survivor: Cambodia,31,Monica Padilla,295,Monica,30,Queens,New York,ENFP,5,13,5,5th voted out,,Bayon,Bayon,,,3,0,Monica,1984-07-14,,Female,,Hispanic or Latino,Law Student
Survivor: Cambodia,31,Jeff Varner,23,Jeff,49,Greensboro,North Carolina,ENFP,4,11,4,4th voted out,,Ta Keo,Angkor,,,4,0,Jeff,1966-04-16,,Male,,,Internet Projects Manager
Survivor: Cambodia,31,Peih-Gee Law,233,Peih-Gee,37,San Francisco,California,ENTP,3,9,3,3rd voted out,,Ta Keo,Angkor,,,4,0,Peih-Gee,1978-04-07,,Female,Asian,,Jeweler
Survivor: Cambodia,31,Shirin Oskooi,453,Shirin,32,San Francisco,California,ENFP,2,6,2,2nd voted out,,Ta Keo,,,,5,0,Shirin,1983-02-25,,Female,Asian,,Yahoo! Executive
Survivor: Cambodia,31,Vytas Baskauskas,402,Vytas,35,Santa Monica,California,INFJ,1,3,1,1st voted out,,Ta Keo,,,,6,0,Vytas,1979-12-08,,Male,,,Yoga Instructor/Math Professor
Survivor: Worlds Apart,30,Mike Holloway,460,Mike,38,North Richland Hills,Texas,ESTP,15,39,18,Sole Survivor,,Escameca,Escameca,,Merica,4,5,Mike,1976-07-25,,Male,,,Oil Driller
Survivor: Worlds Apart,30,Carolyn Rivera,459,Carolyn,52,Tampa,Florida,ENTP,15,39,17,Co-runner-up,,Masaya,Nagarote,,Merica,9,2,Carolyn,1961-10-07,,Female,,,Corporate Executive
Survivor: Worlds Apart,30,Will Sims II,458,Will,41,Sherman Oaks,California,ISFP,15,39,16,Co-runner-up,,Nagarote,Nagarote,,Merica,4,0,Will,1972-08-13,,Male,Black,,YouTube Sensation
Survivor: Worlds Apart,30,Rodney Lavoie Jr.,457,Rodney,24,Boston,Massachusetts,ESTJ,14,38,15,15th voted out,8th jury member,Escameca,Escameca,,Merica,5,0,Rodney,1989-09-02,,Male,,,General Contractor
Survivor: Worlds Apart,30,Sierra Dawn Thomas,456,Sierra,27,Roy,Utah,ISFJ,14,37,14,14th voted out,7th jury member,Escameca,Escameca,,Merica,6,0,Sierra,1986-12-18,,Female,,,Barrel Racer
Survivor: Worlds Apart,30,Dan Foley,455,Dan,47,Gorham,Maine,ESTJ,13,35,13,13th voted out,6th jury member,Escameca,Escameca,,Merica,9,0,Dan,1967-02-05,,Male,,,Postal Worker
Survivor: Worlds Apart,30,Tyler Fredrickson,454,Tyler,33,Los Angeles,California,ENFP,12,32,12,12th voted out,5th jury member,Masaya,Escameca,,Merica,5,1,Tyler,1981-02-26,,Male,,,Ex-Talent Agent Assistant
Survivor: Worlds Apart,30,Shirin Oskooi,453,Shirin,31,San Francisco,California,ENFP,11,29,11,11th voted out,4th jury member,Masaya,Nagarote,,Merica,7,0,Shirin,1983-02-25,,Female,Asian,,Yahoo! Executive
Survivor: Worlds Apart,30,Jenn Brown,452,Jenn,22,Long Beach,California,ESTP,10,27,10,10th voted out,3rd jury member,Nagarote,Nagarote,,Merica,18,0,Jenn,1992-01-27,,Female,,,Sailing Instructor
Survivor: Worlds Apart,30,Joe Anglim,451,Joe,25,Scottsdale,Arizona,ISFP,9,24,9,9th voted out,2nd jury member,Nagarote,Escameca,,Merica,8,2,Joe,1988-09-30,,Male,,,Jewelry Designer;Multimedia Artist
Survivor: Worlds Apart,30,Hali Ford,450,Hali,25,San Francisco,California,INFP,8,22,8,8th voted out,1st jury member,Nagarote,Nagarote,,Merica,8,0,Hali,1989-07-20,,Female,,,Law Student
Survivor: Worlds Apart,30,Kelly Remington,449,Kelly,44,Grand Island,New York,ISTJ,7,19,7,7th voted out,,Escameca,Nagarote,,Merica,4,0,Kelly,1970-04-27,,Female,,,State Trooper
Survivor: Worlds Apart,30,Joaquin Souberbielle,448,Joaquin,27,Valley Stream,New York,ISTP,6,16,6,6th voted out,,Masaya,Escameca,,,4,0,Joaquin,1986-08-16,,Male,,Hispanic or Latino,Marketing Director
Survivor: Worlds Apart,30,Max Dawson,447,Max,37,Topanga,California,ENTP,5,14,5,5th voted out,,Masaya,Nagarote,,,5,0,Max,1977-03-31,,Male,White,Jewish,Media Consultant
Survivor: Worlds Apart,30,Lindsey Cascaddan,446,Lindsey,24,College Park,Florida,ENFP,4,11,4,4th voted out,,Escameca,,,,5,0,Lindsey,1989-08-24,,Female,,,Hairdresser
Survivor: Worlds Apart,30,Nina Poersch,445,Nina,51,Palmdale,California,ISFJ,3,8,3,3rd voted out,,Nagarote,,,,4,0,Nina,1963-01-17,,Female,Asian,,Hearing Advocate
Survivor: Worlds Apart,30,Vince Sly,444,Vince,32,Santa Monica,California,INFP,2,6,2,2nd voted out,,Nagarote,,,,3,0,Vince,1982-02-16,,Male,,,Coconut Vendor
Survivor: Worlds Apart,30,So Kim,443,So,31,Long Beach,California,INTJ,1,3,1,1st voted out,,Masaya,,,,4,0,So,1983-01-13,,Female,Asian,,Retail Buyer
Survivor: San Juan del Sur,29,Natalie Anderson,442,Natalie,28,Edgewater,New Jersey,ESTP,15,39,18,Sole Survivor,,Hunahpu,Hunahpu,,Huyopa,0,1,Natalie,1986-04-11,,Female,Asian,,Crossfit Coach/Physical Therapy Student;CrossFit Trainer
Survivor: San Juan del Sur,29,Jaclyn Schultz,441,Jaclyn,25,Las Vegas,Nevada,ESFP,15,39,17,Runner-up,,Coyopa,Coyopa,,Huyopa,6,1,Jaclyn,1988-08-16,,Female,,,Media Buyer
Survivor: San Juan del Sur,29,Missy Payne,440,Missy,47,Dallas,Texas,ESFJ,15,39,16,2nd runner-up,,Hunahpu,Coyopa,,Huyopa,3,0,Missy,1967-06-10,,Female,,,Competitive Cheerleading Gym Owner
Survivor: San Juan del Sur,29,Keith Nale,439,Keith,53,Shreveport,Louisiana,ISTP,14,38,15,14th voted out,8th jury member,Hunahpu,Coyopa,,Huyopa,16,3,Keith,1960-08-16,,Male,,,Fire Captain
Survivor: San Juan del Sur,29,Baylor Wilson,438,Baylor,20,Nashville,Tennessee,ESFP,14,37,14,13th voted out,7th jury member,Coyopa,Coyopa,,Huyopa,17,1,Baylor,1994-01-25,,Male,,,Student
Survivor: San Juan del Sur,29,Jon Misch,437,Jon,26,Waterford,Michigan,ESFP,13,35,13,12th voted out,6th jury member,Hunahpu,Coyopa,,Huyopa,8,1,Jon,1988-03-29,,Male,,,Financial Assistant
Survivor: San Juan del Sur,29,Alec Christy,436,Alec,22,Winter Park,Florida,ISFP,12,32,12,11th voted out,5th jury member,Coyopa,Hunahpu,,Huyopa,4,0,Alec,1991-09-07,,Male,,,Student
Survivor: San Juan del Sur,29,Reed Kelly,435,Reed,31,New York City,New York,ENTJ,11,29,11,10th voted out,4th jury member,Hunahpu,Hunahpu,,Huyopa,10,1,Reed,1982-09-05,,Male,,,Broadway Performer/Model/Aerialist
Survivor: San Juan del Sur,29,Wes Nale,434,Wes,23,Shreveport,Louisiana,ISTP,10,26,10,9th voted out,3rd jury member,Coyopa,Hunahpu,,Huyopa,2,0,Wes,1990-06-19,,Male,,,Firefighter
Survivor: San Juan del Sur,29,Jeremy Collins,433,Jeremy,36,Foxboro,Massachusetts,ESTJ,9,24,9,8th voted out,2nd jury member,Hunahpu,Hunahpu,,Huyopa,5,1,Jeremy,1978-04-16,,Male,Black,,Cambridge Firefighter
Survivor: San Juan del Sur,29,Josh Canfield,432,Josh,32,New York City,New York,INFJ,8,21,8,7th voted out,1st jury member,Coyopa,Hunahpu,,Huyopa,6,0,Josh,1981-07-01,,Male,,,Singer/Actor/Writer
Survivor: San Juan del Sur,29,Julie McGee,431,Julie,34,Atlanta,Georgia,ISFP,7,18,7,Quit,,Hunahpu,Hunahpu,,Huyopa,2,0,Julie,1980-01-24,,Female,,,Model/Owner of Spray Tan Business
Survivor: San Juan del Sur,29,Dale Wentworth,430,Dale,55,Ephrata,Washington,ISTJ,6,15,6,6th voted out,,Coyopa,Coyopa,,,8,0,Dale,1959-03-07,,Male,,,Farmer
