"season_name","season","episode","day","episode_title","challenge_name","challenge_type","outcome_type","challenge_id","winner_ids","winner_names","winner_tribes","winner_statuses"
"Survivor: All-Stars",8,10,24,"Mad Scramble and Broken Hearts","Survivor History","Immunity","Tribal","CH0368","c(""24"", ""45"", ""107"", ""9"", ""55"")","c(""Alicia"", ""Tom"", ""Rupert"", ""Jenna L."", ""Boston Rob"")","c(""Mogo Mogo"", ""Mogo Mogo"", ""Mogo Mogo"", ""Mogo Mogo"", ""Mogo Mogo"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: All-Stars",8,11,27,"Anger, Tears and Chaos","Snake Island Relay","Immunity","Individual","CH0050","c(""62"", ""55"")","c(""Kathy"", ""Boston Rob"")","c(""NA"", ""NA"")","c(""Winner"", ""Winner"")"
"Survivor: All-Stars",8,11,27,"Anger, Tears and Chaos","Rock Bottom","Reward","Individual","CH0271","c(""107"", ""9"", ""27"")","c(""Rupert"", ""Jenna L."", ""Amber"")","c(""NA"", ""NA"", ""NA"")","c(""Winner"", ""Chosen to participate"", ""Chosen to participate"")"
"Survivor: All-Stars",8,12,28,"A Thoughtful Gesture or a Deceptive Plan","The Obstacle Course","Reward and Immunity","Individual","CH0039","55","Boston Rob","NA","Winner"
"Survivor: All-Stars",8,12,28,"A Thoughtful Gesture or a Deceptive Plan","The Obstacle Course","Reward","Individual","CH0039","c(""24"", ""27"", ""71"")","c(""Alicia"", ""Amber"", ""Shii Ann"")","c(""NA"", ""NA"", ""NA"")","c(""Chosen to participate"", ""Chosen to participate"", ""Chosen to participate"")"
"Survivor: All-Stars",8,13,30,"Stupid People, Stupid, Stupid People","When It Rains, It Pours","Immunity","Individual","CH0371","71","Shii Ann","NA","Winner"
"Survivor: All-Stars",8,13,30,"Stupid People, Stupid, Stupid People","Q and A","Reward","Individual","CH0318","107","Rupert","NA","Winner"
"Survivor: All-Stars",8,14,33,"A Chapera Surprise","Fire and Water","Immunity","Individual","CH0158","45","Tom","NA","Winner"
"Survivor: All-Stars",8,14,33,"A Chapera Surprise","Buggin' Out","Reward","Individual","CH0004","45","Tom","NA","Winner"
"Survivor: All-Stars",8,14,33,"A Chapera Surprise","Survivor Smorgasbord","Reward","Individual","CH0011","55","Boston Rob","NA","Chosen to participate"
"Survivor: All-Stars",8,15,36,"The Instigator","Swahili Scramble","Immunity","Individual","CH0235","55","Boston Rob","NA","Winner"
"Survivor: All-Stars",8,15,36,"The Instigator","Survivor Pentathlon","Reward","Individual","CH0180","55","Boston Rob","NA","Winner"
"Survivor: All-Stars",8,15,36,"The Instigator","Learn from Past Mistakes","Reward","Individual","CH0185","27","Amber","NA","Chosen to participate"
"Survivor: All-Stars",8,16,37,"The Sole Surviving All-Star","The Maze","Immunity","Individual","CH0124","27","Amber","NA","Winner"
"Survivor: All-Stars",8,16,38,"The Sole Surviving All-Star","Hands on a Hard Idol","Immunity","Individual","CH0110","55","Boston Rob","NA","Winner"
"Survivor: Vanuatu",9,1,3,"They Came at Us With Spears","Fire Starter","Reward and Immunity","Tribal","CH0378","c(""114"", ""116"", ""119"", ""124"", ""125"", ""126"", ""127"", ""128"", ""129"")","c(""Dolly"", ""Mia"", ""Lisa"", ""Leann"", ""Ami"", ""Julie"", ""Eliza"", ""Scout"", ""Twila"")","c(""Yasur"", ""Yasur"", ""Yasur"", ""Yasur"", ""Yasur"", ""Yasur"", ""Yasur"", ""Yasur"", ""Yasur"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Vanuatu",9,2,6,"Burly Girls, Bowheads, Young Studs, and the Old Bunch","Blind Leading the Blind","Immunity","Tribal","CH0631","c(""115"", ""117"", ""118"", ""120"", ""121"", ""122"", ""123"", ""130"")","c(""John P."", ""Brady"", ""Travis"", ""John K."", ""Rory"", ""Lea"", ""Chad"", ""Chris"")","c(""Lopevi"", ""Lopevi"", ""Lopevi"", ""Lopevi"", ""Lopevi"", ""Lopevi"", ""Lopevi"", ""Lopevi"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Vanuatu",9,2,6,"Burly Girls, Bowheads, Young Studs, and the Old Bunch","By the Numbers","Reward","Tribal","CH0379","c(""114"", ""116"", ""119"", ""124"", ""125"", ""126"", ""127"", ""128"", ""129"")","c(""Dolly"", ""Mia"", ""Lisa"", ""Leann"", ""Ami"", ""Julie"", ""Eliza"", ""Scout"", ""Twila"")","c(""Yasur"", ""Yasur"", ""Yasur"", ""Yasur"", ""Yasur"", ""Yasur"", ""Yasur"", ""Yasur"", ""Yasur"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Vanuatu",9,3,7,"Double Tribal, Double Trouble","Great Escape Run","Immunity","Individual","CH0383","c(""120"", ""125"")","c(""John K."", ""Ami"")","c(""NA"", ""NA"")","c(""Winner"", ""Winner"")"
"Survivor: Vanuatu",9,3,7,"Double Tribal, Double Trouble","Great Escape Run","Reward","Tribal","CH0383","c(""115"", ""117"", ""118"", ""120"", ""121"", ""122"", ""123"", ""130"")","c(""John P."", ""Brady"", ""Travis"", ""John K."", ""Rory"", ""Lea"", ""Chad"", ""Chris"")","c(""Lopevi"", ""Lopevi"", ""Lopevi"", ""Lopevi"", ""Lopevi"", ""Lopevi"", ""Lopevi"", ""Lopevi"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Vanuatu",9,4,10,"Now That's a Reward!","Tribal Tiles","Immunity","Tribal","CH0387","c(""119"", ""124"", ""125"", ""126"", ""127"", ""128"", ""129"")","c(""Lisa"", ""Leann"", ""Ami"", ""Julie"", ""Eliza"", ""Scout"", ""Twila"")","c(""Yasur"", ""Yasur"", ""Yasur"", ""Yasur"", ""Yasur"", ""Yasur"", ""Yasur"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Vanuatu",9,4,10,"Now That's a Reward!","Memory","Reward","Tribal","CH0199","c(""119"", ""124"", ""125"", ""126"", ""127"", ""128"", ""129"")","c(""Lisa"", ""Leann"", ""Ami"", ""Julie"", ""Eliza"", ""Scout"", ""Twila"")","c(""Yasur"", ""Yasur"", ""Yasur"", ""Yasur"", ""Yasur"", ""Yasur"", ""Yasur"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Vanuatu",9,5,12,"Earthquakes and Shake-Ups!","Jungle Relay","Immunity","Tribal","CH0244","c(""120"", ""122"", ""123"", ""126"", ""129"", ""130"")","c(""John K."", ""Lea"", ""Chad"", ""Julie"", ""Twila"", ""Chris"")","c(""Lopevi"", ""Lopevi"", ""Lopevi"", ""Lopevi"", ""Lopevi"", ""Lopevi"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Vanuatu",9,5,12,"Earthquakes and Shake-Ups!","Dive Masters","Reward","Tribal","CH0388","c(""120"", ""122"", ""123"", ""126"", ""129"", ""130"")","c(""John K."", ""Lea"", ""Chad"", ""Julie"", ""Twila"", ""Chris"")","c(""Lopevi"", ""Lopevi"", ""Lopevi"", ""Lopevi"", ""Lopevi"", ""Lopevi"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Vanuatu",9,6,15,"Hog Tied","Strung Out","Immunity","Tribal","CH0395","c(""120"", ""122"", ""123"", ""126"", ""129"", ""130"")","c(""John K."", ""Lea"", ""Chad"", ""Julie"", ""Twila"", ""Chris"")","c(""Lopevi"", ""Lopevi"", ""Lopevi"", ""Lopevi"", ""Lopevi"", ""Lopevi"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Vanuatu",9,6,15,"Hog Tied","Get Your Goat","Reward","Tribal","CH0213","c(""120"", ""122"", ""123"", ""126"", ""129"", ""130"")","c(""John K."", ""Lea"", ""Chad"", ""Julie"", ""Twila"", ""Chris"")","c(""Lopevi"", ""Lopevi"", ""Lopevi"", ""Lopevi"", ""Lopevi"", ""Lopevi"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Vanuatu",9,7,18,"Anger, Threats, Tears...and Coffee","Shoot Your Way Home","Immunity","Tribal","CH0398","c(""121"", ""124"", ""125"", ""127"", ""128"")","c(""Rory"", ""Leann"", ""Ami"", ""Eliza"", ""Scout"")","c(""Yasur"", ""Yasur"", ""Yasur"", ""Yasur"", ""Yasur"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Vanuatu",9,7,18,"Anger, Threats, Tears...and Coffee","Coconut Juice","Reward","Tribal","CH0265","c(""121"", ""124"", ""125"", ""127"", ""128"")","c(""Rory"", ""Leann"", ""Ami"", ""Eliza"", ""Scout"")","c(""Yasur"", ""Yasur"", ""Yasur"", ""Yasur"", ""Yasur"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Vanuatu",9,8,21,"Now the Battle Really Begins","Jumper","Immunity","Individual","CH0402","122","Lea","NA","Winner"
"Survivor: Vanuatu",9,8,21,"Now the Battle Really Begins","Fire Fighter","Reward","Tribal","CH0399","c(""123"", ""130"", ""126"", ""122"", ""129"")","c(""Chad"", ""Chris"", ""Julie"", ""Lea"", ""Twila"")","c(""Lopevi"", ""Lopevi"", ""Lopevi"", ""Lopevi"", ""Lopevi"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Vanuatu",9,9,24,"Gender Wars...It's Getting Ugly","Memory Mosaic","Immunity","Individual","CH0403","125","Ami","NA","Winner"
"Survivor: Vanuatu",9,9,24,"Gender Wars...It's Getting Ugly","Survivor Quiz Show","Reward","Individual","CH0082","c(""124"", ""126"")","c(""Leann"", ""Julie"")","c(""NA"", ""NA"")","c(""Winner"", ""Chosen to participate"")"
"Survivor: Vanuatu",9,10,27,"Culture Shock and Violent Storms","Get a Grip","Immunity","Individual","CH0407","129","Twila","NA","Winner"
"Survivor: Vanuatu",9,10,27,"Culture Shock and Violent Storms","Sacrificial Lamb","Reward","Team","CH0404","c(""125"", ""123"", ""130"", ""127"")","c(""Ami"", ""Chad"", ""Chris"", ""Eliza"")","c(""NA"", ""NA"", ""NA"", ""NA"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Vanuatu",9,11,30,"Surprise and...Surprise Again!","Blind Leading the Blind","Immunity","Individual","CH0631","125","Ami","NA","Winner"
"Survivor: Vanuatu",9,11,30,"Surprise and...Surprise Again!","Played Out","Reward","Individual","CH0413","127","Eliza","NA","Winner"
"Survivor: Vanuatu",9,12,33,"Now Who's in Charge Here?!","Shoot 'n' Shuffle","Immunity","Individual","CH0330","130","Chris","NA","Winner"
"Survivor: Vanuatu",9,12,33,"Now Who's in Charge Here?!","Troubled Wter","Reward","Individual","CH0417","c(""127"", ""125"", ""130"")","c(""Eliza"", ""Ami"", ""Chris"")","c(""NA"", ""NA"", ""NA"")","c(""Winner"", ""Chosen to participate"", ""Chosen to participate"")"
"Survivor: Vanuatu",9,13,36,"Eruption of Volcanic Magnitude","Witch Hunt","Immunity","Individual","CH0100","127","Eliza","NA","Winner"
"Survivor: Vanuatu",9,13,36,"Eruption of Volcanic Magnitude","Survivor Pentathlon","Reward","Individual","CH0188","126","Julie","NA","Winner"
"Survivor: Vanuatu",9,13,36,"Eruption of Volcanic Magnitude","Redemption","Reward","Individual","CH0187","130","Chris","NA","Chosen to participate"
"Survivor: Vanuatu",9,14,37,"Spirits and the Final Four","The Maze","Immunity","Individual","CH0124","130","Chris","NA","Winner"
"Survivor: Vanuatu",9,14,38,"Spirits and the Final Four","Ready, Aim, Don't Fire","Immunity","Individual","CH0127","130","Chris","NA","Winner"
"Survivor: Palau",10,1,2,"This Has Never Happened Before!","Race to Shore","Immunity","Individual","CH0419","c(""148"", ""133"")","c(""Ian"", ""Jolanda"")","c(""NA"", ""NA"")","c(""Winner"", ""Winner"")"
"Survivor: Palau",10,1,3,"This Has Never Happened Before!","Supply Dump","Reward and Immunity","Tribal","CH0418","c(""137"", ""142"", ""143"", ""145"", ""146"", ""147"", ""148"", ""149"", ""150"")","c(""Willard"", ""Coby"", ""Janu"", ""Gregg"", ""Caryn"", ""Jenn"", ""Ian"", ""Katie"", ""Tom"")","c(""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Palau",10,2,6,"Love is in the Air, Rats Are Everywhere","Heads Up","Immunity","Tribal","CH0429","c(""137"", ""142"", ""143"", ""145"", ""146"", ""147"", ""148"", ""149"", ""150"")","c(""Willard"", ""Coby"", ""Janu"", ""Gregg"", ""Caryn"", ""Jenn"", ""Ian"", ""Katie"", ""Tom"")","c(""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Palau",10,2,6,"Love is in the Air, Rats Are Everywhere","The Gaunlet","Reward","Tribal","CH0428","c(""134"", ""135"", ""136"", ""138"", ""139"", ""140"", ""141"", ""144"")","c(""Ashlee"", ""Jeff"", ""Kim"", ""Angie"", ""James"", ""Ibrehem"", ""Bobby Jon"", ""Stephenie"")","c(""Ulong"", ""Ulong"", ""Ulong"", ""Ulong"", ""Ulong"", ""Ulong"", ""Ulong"", ""Ulong"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Palau",10,3,8,"Dangerous Creatures and Horrible Setbacks","Hot Pursuit","Immunity","Tribal","CH0439","c(""137"", ""142"", ""143"", ""145"", ""146"", ""147"", ""148"", ""149"", ""150"")","c(""Willard"", ""Coby"", ""Janu"", ""Gregg"", ""Caryn"", ""Jenn"", ""Ian"", ""Katie"", ""Tom"")","c(""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Palau",10,3,8,"Dangerous Creatures and Horrible Setbacks","By Any Means Necessary","Reward","Tribal","CH0430","c(""135"", ""136"", ""138"", ""139"", ""140"", ""141"", ""144"")","c(""Jeff"", ""Kim"", ""Angie"", ""James"", ""Ibrehem"", ""Bobby Jon"", ""Stephenie"")","c(""Ulong"", ""Ulong"", ""Ulong"", ""Ulong"", ""Ulong"", ""Ulong"", ""Ulong"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Palau",10,4,11,"Sumo at Sea","Sumo at Sea","Immunity","Tribal","CH0851","c(""137"", ""142"", ""143"", ""145"", ""146"", ""147"", ""148"", ""149"", ""150"")","c(""Willard"", ""Coby"", ""Janu"", ""Gregg"", ""Caryn"", ""Jenn"", ""Ian"", ""Katie"", ""Tom"")","c(""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Palau",10,4,11,"Sumo at Sea","Better Homes and Island Living","Reward","Tribal","CH0366","c(""137"", ""142"", ""143"", ""145"", ""146"", ""147"", ""148"", ""149"", ""150"")","c(""Willard"", ""Coby"", ""Janu"", ""Gregg"", ""Caryn"", ""Jenn"", ""Ian"", ""Katie"", ""Tom"")","c(""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Palau",10,5,12,"The Best and Worst Reward Ever","Sea Salvage","Reward","Tribal","CH0443","c(""137"", ""142"", ""143"", ""145"", ""146"", ""147"", ""148"", ""149"", ""150"")","c(""Willard"", ""Coby"", ""Janu"", ""Gregg"", ""Caryn"", ""Jenn"", ""Ian"", ""Katie"", ""Tom"")","c(""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Palau",10,6,15,"Jellyfish 'N Chips","Build it Up, Burn it Down","Immunity","Tribal","CH0452","c(""142"", ""143"", ""145"", ""146"", ""147"", ""148"", ""149"", ""150"")","c(""Coby"", ""Janu"", ""Gregg"", ""Caryn"", ""Jenn"", ""Ian"", ""Katie"", ""Tom"")","c(""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Palau",10,6,15,"Jellyfish 'N Chips","Shooting Gallery","Reward","Tribal","CH0448","c(""139"", ""140"", ""141"", ""144"")","c(""James"", ""Ibrehem"", ""Bobby Jon"", ""Stephenie"")","c(""Ulong"", ""Ulong"", ""Ulong"", ""Ulong"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Palau",10,7,18,"The Great White Shark Hunter","Floating Puzzle","Immunity","Tribal","CH0273","c(""142"", ""143"", ""145"", ""146"", ""147"", ""148"", ""149"", ""150"")","c(""Coby"", ""Janu"", ""Gregg"", ""Caryn"", ""Jenn"", ""Ian"", ""Katie"", ""Tom"")","c(""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Palau",10,7,18,"The Great White Shark Hunter","SOS Signal","Reward","Tribal","CH0024","c(""142"", ""143"", ""145"", ""146"", ""147"", ""148"", ""149"", ""150"")","c(""Coby"", ""Janu"", ""Gregg"", ""Caryn"", ""Jenn"", ""Ian"", ""Katie"", ""Tom"")","c(""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Palau",10,8,21,"Neanderthal Man","Swahili Scramble","Immunity","Tribal","CH0235","c(""142"", ""143"", ""145"", ""146"", ""147"", ""148"", ""149"", ""150"")","c(""Coby"", ""Janu"", ""Gregg"", ""Caryn"", ""Jenn"", ""Ian"", ""Katie"", ""Tom"")","c(""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Palau",10,8,21,"Neanderthal Man","Buggin' Out","Reward","Tribal","CH0004","c(""142"", ""143"", ""145"", ""146"", ""147"", ""148"", ""149"", ""150"")","c(""Coby"", ""Janu"", ""Gregg"", ""Caryn"", ""Jenn"", ""Ian"", ""Katie"", ""Tom"")","c(""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"", ""Koror"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Palau",10,9,24,"I Will Not Give Up","Perch","Immunity","Individual","CH0890","150","Tom","NA","Winner"
"Survivor: Palau",10,10,27,"Exile Island","Last Gasp","Immunity","Individual","CH0844","150","Tom","NA","Winner"
"Survivor: Palau",10,10,27,"Exile Island","Water Tower","Reward","Team","CH0455","c(""146"", ""145"", ""143"", ""150"")","c(""Caryn"", ""Gregg"", ""Janu"", ""Tom"")","c(""NA"", ""NA"", ""NA"", ""NA"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Palau",10,11,30,"I'll Show You How Threatening I Am","Kamikaze","Immunity","Individual","CH0456","148","Ian","NA","Winner"
"Survivor: Palau",10,11,30,"I'll Show You How Threatening I Am","Survivor Auction","Reward","Individual","CH0143","NA","NA","NA","Winner"
"Survivor: Palau",10,12,33,"We'll Make You Pay","Survivor Pentathlon","Immunity","Individual","CH0190","148","Ian","NA","Winner"
"Survivor: Palau",10,12,33,"We'll Make You Pay","Survivor Quiz Show","Reward","Individual","CH0082","c(""145"", ""147"", ""149"")","c(""Gregg"", ""Jenn"", ""Katie"")","c(""NA"", ""NA"", ""NA"")","c(""Winner"", ""Chosen to participate"", ""Chosen to participate"")"
"Survivor: Palau",10,13,36,"It Could All Backfire","Box Your Mind","Immunity","Individual","CH0224","150","Tom","NA","Winner"
"Survivor: Palau",10,13,36,"It Could All Backfire","Raft Rally","Reward","Individual","CH0459","c(""148"", ""150"")","c(""Ian"", ""Tom"")","c(""NA"", ""NA"")","c(""Winner"", ""Chosen to participate"")"
"Survivor: Palau",10,14,37,"The Ultimate Shock","Tower of Damnation","Immunity","Individual","CH0462","150","Tom","NA","Winner"
"Survivor: Palau",10,14,38,"The Ultimate Shock","Bob-Bob Buoy","Immunity","Individual","CH0461","150","Tom","NA","Winner"
"Survivor: Guatemala",11,1,3,"Big Trek, Big Trouble, Big Surprise","Paddle Battle","Immunity","Tribal","CH0464","c(""152"", ""153"", ""157"", ""158"", ""160"", ""161"", ""164"", ""165"", ""144"")","c(""Morgan"", ""Brianna"", ""Brian"", ""Amy"", ""Jamie"", ""Gary"", ""Lydia"", ""Rafe"", ""Stephenie"")","c(""Yaxhá"", ""Yaxhá"", ""Yaxhá"", ""Yaxhá"", ""Yaxhá"", ""Yaxhá"", ""Yaxhá"", ""Yaxhá"", ""Yaxhá"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Guatemala",11,1,3,"Big Trek, Big Trouble, Big Surprise","11-Mile Hike","Reward","Tribal","CH0463","c(""151"", ""154"", ""155"", ""156"", ""159"", ""141"", ""162"", ""163"", ""166"")","c(""Jim"", ""Brooke"", ""Blake"", ""Margaret"", ""Brandon"", ""Bobby Jon"", ""Judd"", ""Cindy"", ""Danni"")","c(""Nakúm"", ""Nakúm"", ""Nakúm"", ""Nakúm"", ""Nakúm"", ""Nakúm"", ""Nakúm"", ""Nakúm"", ""Nakúm"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Guatemala",11,2,6,"Man Down","Dragged Through Mud","Immunity","Tribal","CH0466","c(""154"", ""155"", ""156"", ""159"", ""141"", ""162"", ""163"", ""166"")","c(""Brooke"", ""Blake"", ""Margaret"", ""Brandon"", ""Bobby Jon"", ""Judd"", ""Cindy"", ""Danni"")","c(""Nakúm"", ""Nakúm"", ""Nakúm"", ""Nakúm"", ""Nakúm"", ""Nakúm"", ""Nakúm"", ""Nakúm"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Guatemala",11,2,6,"Man Down","Caught in the Web","Reward","Tribal","CH0209","c(""154"", ""155"", ""156"", ""159"", ""141"", ""162"", ""163"", ""166"")","c(""Brooke"", ""Blake"", ""Margaret"", ""Brandon"", ""Bobby Jon"", ""Judd"", ""Cindy"", ""Danni"")","c(""Nakúm"", ""Nakúm"", ""Nakúm"", ""Nakúm"", ""Nakúm"", ""Nakúm"", ""Nakúm"", ""Nakúm"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Guatemala",11,3,8,"The Brave May Not Live Long, but the Cautious Don't Live at All","Blind Leading the Blind","Reward and Immunity","Tribal","CH0631","c(""154"", ""155"", ""156"", ""159"", ""141"", ""162"", ""163"", ""166"")","c(""Brooke"", ""Blake"", ""Margaret"", ""Brandon"", ""Bobby Jon"", ""Judd"", ""Cindy"", ""Danni"")","c(""Nakúm"", ""Nakúm"", ""Nakúm"", ""Nakúm"", ""Nakúm"", ""Nakúm"", ""Nakúm"", ""Nakúm"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Guatemala",11,4,11,"To Betray, or Not to Betray","Rows and Throws","Immunity","Tribal","CH0467","c(""155"", ""157"", ""158"", ""159"", ""141"", ""161"", ""166"")","c(""Blake"", ""Brian"", ""Amy"", ""Brandon"", ""Bobby Jon"", ""Gary"", ""Danni"")","c(""Yaxhá"", ""Yaxhá"", ""Yaxhá"", ""Yaxhá"", ""Yaxhá"", ""Yaxhá"", ""Yaxhá"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Guatemala",11,5,14,"Crocs, Cowboys and City Slickers","Wicker Flicker","Immunity","Tribal","CH0284","c(""156"", ""160"", ""162"", ""163"", ""164"", ""165"", ""144"")","c(""Margaret"", ""Jamie"", ""Judd"", ""Cindy"", ""Lydia"", ""Rafe"", ""Stephenie"")","c(""Nakúm"", ""Nakúm"", ""Nakúm"", ""Nakúm"", ""Nakúm"", ""Nakúm"", ""Nakúm"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Guatemala",11,5,14,"Crocs, Cowboys and City Slickers","Slave to the Grind","Reward","Tribal","CH0468","c(""155"", ""157"", ""158"", ""159"", ""141"", ""161"", ""166"")","c(""Blake"", ""Brian"", ""Amy"", ""Brandon"", ""Bobby Jon"", ""Gary"", ""Danni"")","c(""Yaxhá"", ""Yaxhá"", ""Yaxhá"", ""Yaxhá"", ""Yaxhá"", ""Yaxhá"", ""Yaxhá"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Guatemala",11,6,15,"Big Balls, Big Mouth, Big Trouble","Letter Hunt","Immunity","Individual","CH0299","165","Rafe","NA","Winner"
"Survivor: Guatemala",11,6,15,"Big Balls, Big Mouth, Big Trouble","Boulder Smash","Reward","Tribal","CH0469","c(""156"", ""160"", ""162"", ""163"", ""164"", ""165"", ""144"")","c(""Margaret"", ""Jamie"", ""Judd"", ""Cindy"", ""Lydia"", ""Rafe"", ""Stephenie"")","c(""Nakúm"", ""Nakúm"", ""Nakúm"", ""Nakúm"", ""Nakúm"", ""Nakúm"", ""Nakúm"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
"Survivor: Guatemala",11,7,18,"Surprise Enemy Visit","Tomb Raider","Immunity","Tribal","CH0473","c(""160"", ""162"", ""163"", ""164"", ""165"", ""144"")","c(""Jamie"", ""Judd"", ""Cindy"", ""Lydia"", ""Rafe"", ""Stephenie"")","c(""Nakúm"", ""Nakúm"", ""Nakúm"", ""Nakúm"", ""Nakúm"", ""Nakúm"")","c(""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"", ""Winner"")"
